Id;ClasseImovel;ClasseZona;Fachada;TamanhoLote;Rua;FormaProp;PlanoProp;Servicos;ConfigLote;InclinacaoLote;Bairro;Estrada1;Estrada2;TipoHabitacao;EstiloHabitacao;Qualidade;Condicao;AnoConstrucao;AnoReforma;TipoTelhado;MaterialTelhado;Exterior1;Exterior2;TipoAlvenaria;AreaAlvenaria;QualidadeCobertura;CondicaoExterna;TipoFundacao;AlturaPorao;CondicaoPorao;ParedePorao;TipoAcabPorao1;AreaAcabPorao1;TipoAcabPorao2;AreaAcabPorao2;AreaInacabPorao;AreaPorao;Aquecimento;QualidadeAquecimento;ArCentral;InstalacaoEletrica;AreaTerreo;Area2Andar;BaixaQualiAreaAcab;AreaConstruida;BanheiroPorao;LavaboPorao;Banheiro;Lavabo;BedroomAbvGr;KitchenAbvGr;QualidadeCozinha;TotalQuartos;Funcionalidade;Lareira;LocalGaragem;AnoGaragem;AcabamentoGaragem;CarrosGaragem;AreaGaragem;QualidadeGaragem;CondicaoGaragem;EntradaPavimentada;AreaDeck;AreaVarandaAberta;AreaVarandaFechada;AreaVaranda3Estacoes;AreaAlpendre;AreaPiscina;ValorOutros;MesVenda;AnoVenda;TipoVenda;CondicaoVenda;PrecoVenda;AreaExt;Precom2;Quartosm2
1044;60;RL;86,0;11839;Pave;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;7;5;1990;1990;Hip;CompShg;HdBoard;HdBoard;BrkFace;99,0;TA;TA;PConc;Gd;TA;No;GLQ;1085;Unf;0;390;1475;GasA;Ex;Y;SBrkr;1532;797;0;2329;1;0;2;1;4;1;Gd;10;Typ;1;Attchd;1990,0;Unf;2;514;TA;TA;Y;192;121;0;0;0;0;0;5;2008;WD;Normal;262280;313;425,6148561614427;313,0042936882782
1045;20;RL;80,0;9600;Pave;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;PosN;Norm;1Fam;1Story;8;5;1981;1981;Hip;WdShngl;BrkFace;BrkFace;None;0,0;Gd;TA;PConc;Gd;TA;No;ALQ;1104;Unf;0;1420;2524;GasA;TA;Y;SBrkr;2524;0;0;2524;1;0;2;1;4;1;Gd;9;Typ;1;Attchd;1981,0;Fin;2;542;TA;TA;Y;474;120;0;0;0;0;0;7;2009;WD;Normal;278000;594;704,1426307448494;594,0035657686212
1046;20;RL;;13680;Pave;IR1;Lvl;AllPub;CulDSac;Gtl;Edwards;Norm;Norm;1Fam;1Story;3;5;1955;1955;Hip;CompShg;BrkFace;Wd Sdng;None;0,0;TA;TA;Slab;;;;;0;;0;0;0;GasA;Ex;Y;FuseA;1733;0;0;1733;0;0;2;0;4;1;TA;8;Min2;1;Attchd;1955,0;Unf;2;452;TA;TA;Y;0;0;0;0;0;0;0;6;2009;WD;Normal;139600;0;80,55395268320831;0,004616272360069244
1047;60;RL;85,0;16056;Pave;IR1;Lvl;AllPub;Inside;Gtl;StoneBr;Norm;Norm;1Fam;2Story;9;5;2005;2006;Hip;CompShg;CemntBd;CmentBd;Stone;208,0;Gd;TA;PConc;Ex;TA;Av;GLQ;240;Unf;0;1752;1992;GasA;Ex;Y;SBrkr;1992;876;0;2868;0;0;3;1;4;1;Ex;11;Typ;1;BuiltIn;2005,0;Fin;3;716;TA;TA;Y;214;108;0;0;0;0;0;7;2006;New;Partial;556581;322;516,06589958159;322,00383542538356
1048;20;RL;57,0;9245;Pave;IR2;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;5;1994;1995;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;PConc;Gd;TA;No;GLQ;686;Unf;0;304;990;GasA;Ex;Y;SBrkr;990;0;0;990;0;1;1;0;3;1;TA;5;Typ;0;Detchd;1996,0;Unf;2;672;TA;TA;Y;0;0;0;0;0;0;0;2;2008;WD;Normal;145000;0;146,46464646464648;0,005050505050505051
1049;20;RL;100,0;21750;Pave;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;1Fam;1Story;5;4;1960;2006;Hip;CompShg;HdBoard;HdBoard;BrkFace;75,0;TA;Fa;Slab;;;;;0;;0;0;0;GasA;TA;Y;SBrkr;1771;0;0;1771;0;0;1;0;3;1;TA;9;Min1;1;Attchd;1960,0;Unf;2;336;TA;TA;Y;0;0;0;0;0;0;0;11;2009;WD;Normal;115000;0;64,93506493506493;0,005081874647092038
1050;20;RL;60,0;11100;Pave;Reg;Low;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;4;7;1946;2006;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;TA;CBlock;;;;;0;;0;0;0;GasA;Ex;Y;SBrkr;930;0;0;930;0;0;1;0;2;1;Gd;6;Typ;0;Detchd;1946,0;Unf;1;308;TA;TA;Y;0;0;0;0;0;0;0;4;2010;WD;Abnorml;84900;0;91,29032258064517;0,0064516129032258064
1051;20;RL;73,0;8993;Pave;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;1Story;7;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1302;1302;GasA;Ex;Y;SBrkr;1302;0;0;1302;0;0;2;0;3;1;Gd;6;Typ;0;Attchd;2007,0;Fin;2;436;TA;TA;Y;0;22;0;0;0;0;0;8;2007;New;Partial;176485;22;157,54915514592935;22,004608294930875
1052;20;RL;103,0;11175;Pave;IR1;Lvl;AllPub;Corner;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1316;1316;GasA;Ex;Y;SBrkr;1316;0;0;1316;0;0;2;0;3;1;Gd;6;Typ;1;Attchd;2007,0;Fin;2;440;TA;TA;Y;0;20;0;0;0;0;0;10;2007;New;Partial;200141;20;172,08282674772036;20,00455927051672
1053;60;RL;100,0;9500;Pave;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Artery;Norm;1Fam;2Story;6;6;1964;1978;Gable;CompShg;VinylSd;VinylSd;BrkCmn;272,0;TA;TA;CBlock;TA;TA;No;Rec;442;Unf;0;374;816;GasA;TA;Y;SBrkr;1127;850;0;1977;0;1;1;1;4;1;TA;9;Typ;1;Attchd;1964,0;RFn;2;540;TA;TA;Y;0;52;0;0;0;0;0;6;2007;WD;Normal;165000;52;135,45978755690442;52,004552352048556
1054;20;RL;68,0;8562;Pave;Reg;Lvl;AllPub;Inside;Mod;Edwards;Norm;Norm;1Fam;1Story;5;6;1957;2002;Hip;CompShg;HdBoard;HdBoard;Stone;145,0;TA;TA;CBlock;TA;TA;Av;Rec;383;Unf;0;833;1216;GasA;Ex;Y;FuseA;1526;0;0;1526;0;0;1;0;4;1;TA;7;Min2;1;Basment;1957,0;Unf;1;364;TA;TA;Y;116;78;0;0;0;0;0;5;2010;WD;Normal;144500;194;288,69200524246395;194,0045871559633
1055;60;RL;90,0;11367;Pave;Reg;Lvl;AllPub;Corner;Gtl;CollgCr;Norm;Norm;1Fam;2Story;8;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;BrkFace;210,0;Gd;TA;PConc;Gd;TA;Mn;GLQ;932;Unf;0;133;1065;GasA;Ex;Y;SBrkr;1091;898;0;1989;1;0;2;1;3;1;Gd;7;Typ;1;Attchd;2002,0;Fin;2;586;TA;TA;Y;199;60;0;0;0;0;0;11;2006;WD;Normal;255000;259;387,2051282051282;259,0035193564605
1056;20;RL;104,0;11361;Pave;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;1Story;6;5;1976;1976;Gable;CompShg;Plywood;Plywood;BrkFace;160,0;TA;TA;CBlock;Gd;TA;No;ALQ;644;Unf;0;549;1193;GasA;TA;Y;SBrkr;1523;0;0;1523;0;1;2;0;3;1;TA;7;Typ;1;Attchd;1976,0;Fin;2;478;TA;TA;Y;0;0;0;0;189;0;0;5;2008;COD;Abnorml;180000;0;118,18778726198293;0,004596191726854892
1057;120;RL;43,0;7052;Pave;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;TwnhsE;1Story;7;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;Stone;240,0;Gd;TA;PConc;Gd;TA;Av;GLQ;659;Unf;0;705;1364;GasA;Ex;Y;SBrkr;1364;0;0;1364;1;0;2;0;2;1;Gd;6;Typ;1;Attchd;2005,0;RFn;2;484;TA;TA;Y;192;36;0;0;0;0;0;6;2006;WD;Normal;185850;228;364,25366568914956;228,00439882697947
1058;60;RL;;29959;Pave;IR2;Lvl;AllPub;FR2;Gtl;NoRidge;Norm;Norm;1Fam;2Story;7;6;1994;1994;Gable;CompShg;HdBoard;HdBoard;None;0,0;Gd;TA;PConc;Gd;TA;No;GLQ;595;Unf;0;378;973;GasA;Ex;Y;SBrkr;979;871;0;1850;0;0;2;1;3;1;Gd;7;Typ;1;BuiltIn;1994,0;Fin;2;467;TA;TA;Y;168;98;0;0;0;0;0;1;2009;WD;Normal;248000;266;400,05405405405406;266,0037837837838
1059;60;RL;96,0;11308;Pave;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;9;5;2008;2008;Gable;CompShg;VinylSd;VinylSd;Stone;154,0;Ex;TA;PConc;Ex;TA;Av;GLQ;936;Unf;0;168;1104;GasA;Ex;Y;SBrkr;1130;1054;0;2184;1;0;2;1;3;1;Ex;10;Typ;1;Attchd;2008,0;Fin;3;836;TA;TA;Y;0;102;0;0;0;0;0;7;2009;WD;Normal;335000;102;255,3882783882784;102,00457875457876
1060;50;RL;;11275;Pave;IR1;HLS;AllPub;Corner;Mod;Crawfor;Norm;Norm;1Fam;1.5Fin;6;7;1932;1950;Gable;CompShg;MetalSd;MetalSd;BrkFace;480,0;TA;TA;CBlock;TA;TA;Mn;Rec;297;LwQ;557;0;854;GasA;TA;Y;SBrkr;1096;895;0;1991;0;0;1;1;3;1;TA;7;Typ;1;Detchd;1977,0;Unf;2;432;TA;Fa;Y;0;0;19;0;0;0;0;3;2007;WD;Normal;220000;19;129,49723756906076;19,00351582119538
1061;120;RL;41,0;4920;Pave;Reg;Lvl;AllPub;Inside;Gtl;StoneBr;Norm;Norm;TwnhsE;1Story;8;5;2001;2001;Gable;CompShg;CemntBd;CmentBd;None;0,0;Gd;TA;PConc;Gd;TA;Mn;GLQ;616;Unf;0;722;1338;GasA;Ex;Y;SBrkr;1338;0;0;1338;1;0;2;0;2;1;Gd;6;Typ;0;Attchd;2001,0;Fin;2;582;TA;TA;Y;0;0;170;0;0;0;0;4;2010;WD;Normal;213500;170;329,56651718983557;170,00448430493273
1062;30;C (all);120,0;18000;Grvl;Reg;Low;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;1Story;3;4;1935;1950;Gable;CompShg;MetalSd;MetalSd;None;0,0;Fa;TA;CBlock;TA;TA;No;Unf;0;Unf;0;894;894;GasA;TA;Y;SBrkr;894;0;0;894;0;0;1;0;2;1;TA;6;Typ;0;Detchd;1994,0;RFn;3;1248;TA;TA;Y;0;20;0;0;0;0;560;8;2008;ConLD;Normal;81000;20;110,60402684563758;20,006711409395972
1063;190;RM;85,0;13600;Pave;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;2fmCon;2Story;5;5;1900;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0,0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;662;662;GasA;TA;N;SBrkr;1422;915;0;2337;0;0;2;0;5;2;TA;10;Min2;0;Detchd;1945,0;Unf;2;560;TA;TA;Y;0;57;0;0;0;0;0;9;2007;WD;Normal;90000;57;95,51091142490372;57,00427899015832
1064;30;RM;50,0;6000;Pave;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Artery;Norm;1Fam;1Story;6;6;1925;1980;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;Gd;BrkTil;TA;TA;No;BLQ;397;Unf;0;706;1103;GasA;Gd;Y;SBrkr;1103;0;0;1103;0;0;1;0;2;1;Gd;5;Typ;1;Detchd;1976,0;Unf;2;440;TA;TA;Y;166;120;0;0;0;0;0;7;2006;WD;Normal;110500;286;386,181323662738;286,0045330915685
1065;20;RL;;11000;Pave;IR1;Lvl;AllPub;CulDSac;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1966;1966;Gable;CompShg;Plywood;Plywood;BrkFace;200,0;TA;TA;CBlock;TA;TA;Mn;BLQ;740;Rec;230;184;1154;GasA;Ex;Y;SBrkr;1154;0;0;1154;0;0;1;1;3;1;TA;6;Typ;1;Attchd;1966,0;RFn;2;480;TA;TA;Y;0;58;0;0;0;0;0;11;2009;WD;Normal;154000;58;191,44887348353552;58,005199306759096
1066;60;RL;80,0;14000;Pave;Reg;Lvl;AllPub;Inside;Mod;ClearCr;Norm;Norm;1Fam;2Story;7;5;1996;1997;Gable;CompShg;Wd Sdng;Wd Sdng;None;0,0;Gd;TA;PConc;Ex;TA;Gd;GLQ;1201;Unf;0;105;1306;GasA;Ex;Y;SBrkr;1306;954;0;2260;1;0;2;1;3;1;Gd;7;Typ;0;Attchd;1996,0;RFn;2;533;TA;TA;Y;296;44;0;0;0;0;0;4;2010;WD;Normal;328000;340;485,1327433628319;340,00309734513274
1067;60;RL;59,0;7837;Pave;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;7;1993;1994;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;799;799;GasA;Gd;Y;SBrkr;799;772;0;1571;0;0;2;1;3;1;TA;7;Typ;1;Attchd;1993,0;RFn;2;380;TA;TA;Y;0;40;0;0;0;0;0;5;2009;WD;Normal;178000;40;153,30362826225334;40,004455760662
1068;60;RL;80,0;9760;Pave;Reg;Lvl;AllPub;Inside;Mod;NAmes;Norm;Norm;1Fam;2Story;6;6;1964;1964;Gable;CompShg;HdBoard;HdBoard;BrkFace;360,0;TA;TA;CBlock;TA;TA;Gd;GLQ;674;LwQ;106;0;780;GasA;TA;Y;SBrkr;798;813;0;1611;1;0;1;1;4;1;TA;7;Typ;0;Attchd;1964,0;RFn;2;442;TA;TA;Y;328;128;0;0;189;0;0;6;2008;WD;Normal;167900;456;560,2209807572935;456,00434512725013
1069;160;RM;42,0;3964;Pave;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;TwnhsE;2Story;6;4;1973;1973;Gable;CompShg;CemntBd;CmentBd;None;0,0;TA;TA;CBlock;Gd;TA;No;ALQ;837;Unf;0;105;942;GasA;Gd;Y;SBrkr;1291;1230;0;2521;1;0;2;1;5;1;TA;10;Maj1;1;Attchd;1973,0;Fin;2;576;TA;TA;Y;728;20;0;0;0;0;0;6;2006;WD;Normal;151400;748;808,055533518445;748,0039666798889
1070;45;RL;60,0;9600;Pave;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1.5Unf;5;7;1949;2003;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;TA;CBlock;TA;TA;No;ALQ;220;Unf;0;625;845;GasA;TA;Y;SBrkr;893;0;0;893;0;1;1;0;2;1;Gd;4;Typ;0;Detchd;1985,0;Unf;2;576;TA;TA;Y;0;0;0;0;0;0;0;5;2007;WD;Normal;135000;0;151,17581187010077;0,004479283314669653
1071;20;RL;72,0;10152;Pave;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1956;1956;Hip;CompShg;MetalSd;MetalSd;BrkFace;120,0;TA;TA;CBlock;TA;TA;No;BLQ;586;Unf;0;462;1048;GasA;TA;Y;SBrkr;1048;0;0;1048;1;0;1;0;3;1;TA;6;Typ;0;Attchd;1956,0;Unf;1;286;TA;TA;Y;0;20;0;0;192;0;0;6;2007;WD;Normal;135000;20;148,81679389312978;20,005725190839694
1072;60;RL;78,0;11700;Pave;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;RRAn;Norm;1Fam;2Story;6;6;1968;1968;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;TA;CBlock;TA;TA;No;Rec;298;Unf;0;429;727;GasA;Ex;Y;SBrkr;829;727;0;1556;0;0;1;1;4;1;TA;8;Typ;0;Attchd;1968,0;Unf;2;441;TA;TA;Y;0;0;0;0;0;0;0;5;2009;WD;Normal;154000;0;98,97172236503856;0,005141388174807198
1073;50;RL;50,0;7585;Pave;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Artery;Norm;1Fam;1.5Fin;5;3;1948;1950;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;TA;CBlock;Fa;Fa;Mn;Unf;0;Unf;0;810;810;GasA;Fa;Y;FuseA;1002;454;0;1456;1;1;1;0;4;1;TA;7;Typ;1;Detchd;1954,0;Unf;1;280;TA;TA;P;0;0;0;0;0;0;0;8;2006;WD;Normal;91500;0;62,84340659340659;0,004807692307692308
1074;60;RL;75,0;7950;Pave;IR1;Bnk;AllPub;Corner;Gtl;Edwards;Norm;Norm;1Fam;2Story;6;6;1977;1977;Hip;CompShg;HdBoard;Plywood;BrkFace;140,0;TA;TA;CBlock;TA;TA;No;BLQ;535;Unf;0;155;690;GasA;TA;Y;SBrkr;698;728;0;1426;0;0;1;1;3;1;TA;6;Typ;0;Attchd;1977,0;Fin;2;440;TA;TA;Y;252;0;0;0;0;0;0;7;2009;WD;Normal;159500;252;363,85133239831697;252,00420757363253
1075;20;RL;74,0;8556;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1240;1240;GasA;Ex;Y;SBrkr;1240;0;0;1240;0;0;2;0;2;1;Gd;5;Typ;0;Attchd;2006,0;RFn;3;826;TA;TA;Y;140;93;0;0;0;0;0;5;2007;WD;Normal;194000;233;389,4516129032258;233,0040322580645
1076;70;RL;75,0;13125;Pave;Reg;Lvl;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;2Story;7;6;1940;1984;Gable;CompShg;Wd Sdng;Wd Sdng;None;0,0;TA;TA;CBlock;TA;TA;No;BLQ;410;Unf;0;390;800;GasA;TA;Y;SBrkr;960;780;0;1740;0;0;1;1;3;1;TA;6;Typ;2;Attchd;1940,0;Unf;1;240;TA;TA;Y;0;0;0;0;0;0;0;7;2007;CWD;Normal;219500;0;126,14942528735632;0,0034482758620689655
1077;50;RL;60,0;10800;Pave;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;5;8;1936;1989;Gable;CompShg;Wd Sdng;Wd Sdng;None;0,0;TA;TA;CBlock;Fa;TA;No;ALQ;626;Unf;0;170;796;GasA;Gd;Y;SBrkr;1096;370;0;1466;0;1;2;0;3;1;Gd;7;Min1;1;Attchd;1950,0;Unf;2;566;TA;TA;Y;436;21;0;0;0;0;500;4;2006;WD;Normal;170000;457;572,9618008185539;457,00477489768076
1078;20;RL;;15870;Pave;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1969;1969;Gable;CompShg;VinylSd;Plywood;None;0,0;TA;TA;CBlock;TA;TA;Mn;BLQ;75;Rec;791;230;1096;GasA;Ex;Y;SBrkr;1096;0;0;1096;1;0;1;0;3;1;TA;6;Typ;0;Attchd;1969,0;Fin;1;299;TA;TA;Y;240;32;0;0;0;0;0;3;2006;WD;Abnorml;138800;272;398,64233576642334;272,0054744525547
1079;120;RM;37,0;4435;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;BrkFace;169,0;Gd;TA;PConc;Gd;TA;Mn;GLQ;662;Unf;0;186;848;GasA;Ex;Y;SBrkr;848;0;0;848;1;0;1;0;1;1;Gd;3;Typ;1;Attchd;2004,0;RFn;2;420;TA;TA;Y;140;0;0;0;0;0;0;5;2006;WD;Normal;155900;140;323,84433962264154;140,00353773584905
1080;20;RL;65,0;8775;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;5;1994;1994;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;PConc;Gd;TA;No;GLQ;495;Unf;0;495;990;GasA;Gd;Y;SBrkr;990;0;0;990;0;0;1;0;3;1;TA;5;Typ;0;Attchd;1996,0;Unf;1;299;TA;TA;Y;0;64;0;0;0;0;0;4;2007;WD;Normal;126000;64;191,27272727272725;64,0050505050505
1081;20;RL;80,0;11040;Pave;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;1Story;6;7;1971;2004;Gable;CompShg;VinylSd;VinylSd;BrkFace;144,0;Gd;Gd;CBlock;TA;TA;No;ALQ;656;Unf;0;602;1258;GasA;Ex;Y;SBrkr;1258;0;0;1258;0;1;2;0;3;1;Gd;5;Typ;0;Attchd;1971,0;RFn;2;528;TA;TA;Y;55;0;0;216;0;0;0;10;2008;COD;Abnorml;145000;271;386,2623211446741;271,0039745627981
1082;20;RL;75,0;7500;Pave;Reg;Lvl;AllPub;Corner;Gtl;Sawyer;Feedr;Norm;1Fam;1Story;5;5;1963;1963;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;CBlock;TA;TA;No;ALQ;824;Unf;0;216;1040;GasA;Fa;Y;SBrkr;1040;0;0;1040;1;0;1;1;3;1;TA;5;Typ;0;Attchd;1963,0;Fin;1;308;TA;TA;Y;0;0;220;0;0;0;0;6;2010;WD;Normal;133000;220;347,88461538461536;220,00480769230768
1083;20;RL;70,0;8749;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;BrkFace;100,0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1459;1459;GasA;Ex;Y;SBrkr;1459;0;0;1459;0;0;2;0;3;1;Gd;6;Typ;1;Attchd;2002,0;RFn;2;527;TA;TA;Y;192;39;0;0;0;0;0;9;2007;WD;Normal;192000;231;362,59698423577794;231,00411240575735
1084;20;RL;80,0;8800;Pave;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;6;1964;1964;Hip;CompShg;HdBoard;HdBoard;BrkFace;425,0;TA;TA;CBlock;TA;TA;No;BLQ;553;Unf;0;698;1251;GasA;TA;Y;SBrkr;1251;0;0;1251;1;0;1;0;3;1;TA;6;Typ;2;Attchd;1964,0;RFn;1;461;TA;TA;Y;0;116;0;0;0;0;700;3;2006;WD;Normal;160000;116;243,8976818545164;116,00479616306954
1085;60;RL;;13031;Pave;IR2;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;1995;1996;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;PConc;Gd;TA;No;ALQ;592;Unf;0;99;691;GasA;Gd;Y;SBrkr;691;807;0;1498;0;0;2;1;3;1;TA;6;Typ;1;Attchd;1995,0;Fin;2;409;TA;TA;Y;315;44;0;0;0;0;0;7;2006;WD;Normal;187500;359;484,16688918558077;359,00400534045394
1086;85;RL;73,0;9069;Pave;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;SFoyer;6;6;1992;1992;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;PConc;Gd;TA;Av;GLQ;747;Unf;0;189;936;GasA;Ex;Y;SBrkr;996;0;0;996;1;0;1;0;2;1;Gd;5;Typ;0;Attchd;1992,0;Unf;2;564;TA;TA;Y;120;0;0;0;0;0;0;4;2010;WD;Normal;147000;120;267,5903614457832;120,00502008032129
1087;160;RM;;1974;Pave;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;TwnhsE;2Story;4;5;1973;1973;Gable;CompShg;CemntBd;CmentBd;None;0,0;TA;TA;CBlock;TA;TA;No;BLQ;334;Unf;0;212;546;GasA;TA;Y;SBrkr;546;546;0;1092;0;0;1;1;3;1;TA;6;Typ;0;Attchd;1973,0;RFn;1;286;TA;TA;Y;120;96;0;0;0;0;0;5;2010;WD;Normal;83500;216;292,46520146520146;216,0054945054945
1088;60;FV;85,0;10574;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;8;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;Mn;Unf;0;Unf;0;1082;1082;GasA;Ex;Y;SBrkr;1082;871;0;1953;0;0;2;1;3;1;Gd;9;Typ;1;Attchd;2005,0;RFn;3;1043;TA;TA;Y;160;50;0;0;0;0;0;5;2009;WD;Normal;252000;210;339,0322580645161;210,00460829493088
1089;160;RM;24,0;2522;Pave;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;Twnhs;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Stone;50,0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;970;970;GasA;Ex;Y;SBrkr;970;739;0;1709;0;0;2;0;3;1;Gd;7;Maj1;0;Detchd;2004,0;Unf;2;380;TA;TA;Y;0;40;0;0;0;0;0;4;2006;WD;Normal;137500;40;120,45640725570509;40,0040959625512
1090;120;FV;37,0;3316;Pave;IR1;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;1Story;8;5;2005;2005;Gable;CompShg;MetalSd;MetalSd;None;0,0;Gd;TA;PConc;Gd;TA;No;GLQ;1039;Unf;0;208;1247;GasA;Ex;Y;SBrkr;1247;0;0;1247;1;0;1;1;1;1;Gd;4;Typ;1;Attchd;2005,0;Fin;2;550;TA;TA;Y;0;84;0;0;0;0;0;4;2006;WD;Normal;197000;84;241,97914995990376;84,00320769847634
1091;90;RL;60,0;8544;Pave;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;Duplex;1Story;3;4;1950;1950;Gable;CompShg;BrkFace;BrkFace;None;0,0;TA;TA;Slab;;;;;0;;0;0;0;Wall;Fa;N;FuseA;1040;0;0;1040;0;0;2;0;2;2;TA;6;Typ;0;Detchd;1987,0;Unf;2;400;TA;TA;Y;0;0;0;0;0;0;0;6;2009;WD;Normal;92900;0;89,32692307692308;0,0057692307692307696
1092;160;FV;24,0;2160;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;Twnhs;2Story;7;5;1999;2000;Gable;CompShg;MetalSd;MetalSd;BrkFace;212,0;Gd;TA;PConc;Gd;TA;No;BLQ;510;Unf;0;90;600;GasA;Ex;Y;SBrkr;624;628;0;1252;1;0;2;1;2;1;Gd;4;Typ;0;Detchd;1999,0;Unf;2;462;TA;TA;Y;0;48;0;0;0;0;0;3;2008;WD;Normal;160000;48;175,79552715654953;48,00319488817891
1093;50;RL;60,0;8400;Pave;Reg;Bnk;AllPub;Inside;Gtl;SWISU;Norm;Norm;1Fam;1.5Fin;6;5;1925;1950;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;TA;PConc;TA;TA;No;Rec;423;Unf;0;758;1181;GasA;Fa;Y;SBrkr;1390;304;0;1694;0;0;2;0;4;1;TA;7;Typ;1;Detchd;1925,0;Unf;2;576;TA;TA;Y;342;0;128;0;0;0;0;6;2008;WD;Normal;136500;470;550,5785123966942;470,004132231405
